RAND_ID,V1,V2,V3,V4,V5,V7,V10,Q47,Q35,Q35_TEXT,Q25,Q31,Q32,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_6_TEXT,Q30_7,Q30_8,Q39,Q43,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_10,Q50_11,Q50_16,Q22_1,Q22_2,Q22_3,Q22_5,Q22_5_TEXT,Q1,Q40_1,Q40_2,Q40_3,Q48_1,Q48_2,Q48_3,Q26,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_7,Q34_7_TEXT,Q44,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_10,Q36_11,Q27,Q49,Q45,Q21_Tool_Count,Q21,Q41,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_7_TEXT,Q20,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,,,,
,R_27k8JA0Ja56qfaD,Default Response Set,Anonymous,,,0,0,1,1,,1,2,2,1,,,,,,,,,5,1,36,36,36,36,36,36,37,36,37,,1,,,,1,1,3,4,,,,2,1,1,1,1,1,,,1,14,14,14,15,14,15,15,15,14,14,,,,,,,,,,,,,,,,,,,,,,,,,
,R_25FWoRgS6QC7r3C,Default Response Set,Anonymous,,,0,1,1,1,,3,1,3,1,1,1,1,1,1,Designer,1,1,3,1,37,38,39,37,39,36,36,39,39,1,,,,,2,,,,2,2,3,3,,,,,,,,1,15,17,14,16,14,14,14,13,14,15,2,,1,6,"IDE (Atom, Sublime, vi) / git CLI / grep / diff viewer (Kaleidoscope) / High amount of test coverage",1,26,26,26,26,26,26,,,4,2,2,2,3,2,2,,,,
,R_3g8g75PFfnoFgg7,Default Response Set,Anonymous,,,0,0,1,1,,5,2,5,1,,,,,,,,,5,1,37,37,36,37,36,36,37,38,38,1,1,,,,2,,,,1,2,4,1,1,1,1,,1,,,1,15,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,
,R_20USMWNVsbA24hM,Default Response Set,Anonymous,,,0,0,1,1,,1,2,2,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3pa69vuZpal992z,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_xryPeLrobebij3H,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3D62l4Snw4YDB7y,Default Response Set,Anonymous,,,0,0,1,1,,2,2,2,1,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_30wq3qUNuAE939v,Default Response Set,Anonymous,,,0,0,1,2,,2,1,1,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_21hrz9NXk52E73V,Default Response Set,Anonymous,,,0,0,1,1,,1,1,2,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3PAEuSL0AA1ZSub,Default Response Set,Anonymous,,,0,0,1,1,,3,2,2,1,,,,,,,,,2,1,37,38,39,38,39,37,36,37,39,1,,,,,1,1,2,3,,,,3,,,,,,,,1,14,15,14,16,15,15,13,16,15,17,,,,,,,,,,,,,,,,,,,,,,,,,
,R_866B67myQIYd0TD,Default Response Set,Anonymous,,,0,0,1,1,,4,3,2,1,,,,1,1,Agile Coach,,,4,1,37,37,37,37,38,36,36,36,36,,1,,,,2,,,,2,3,4,2,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3P7UuL9c8BK6BNI,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2X4gOQUGiXm257C,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2BlJxIAUEidBPWb,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_wLebryBjrLTWoVz,Default Response Set,Anonymous,,,0,1,1,1,,2,3,5,1,,,,,,,,,2,1,37,39,39,38,40,36,40,40,39,1,1,1,,,2,,,,1,3,4,3,,,,,,,,1,15,16,15,16,15,16,16,17,14,16,,,1,3,I primarily use functionality included with git. Meld is especially nice for viewing directory diffs. Eclipse is my main development environment.,2,25,25,24,23,22,23,,,4,3,2,3,3,4,2,,,,
,R_3NWLRu2r7lubnm8,Default Response Set,Anonymous,,,0,0,1,1,,2,2,2,1,,,,,,,,,5,1,37,37,37,37,37,36,36,36,36,1,,,,,1,1,2,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3KjP36AG2OpYYPn,Default Response Set,Anonymous,,,0,1,1,1,,3,2,3,1,,,,,,,,1,2,1,38,37,39,37,38,40,37,36,40,,1,,,,2,,,,2,4,5,3,,,,,,,,1,16,15,17,14,17,16,16,17,14,17,,,1,2,default osx mergetool / git log,3,26,26,23,22,23,25,,,3,4,5,5,5,5,5,,,,
,R_3spRzxYbE2Q9gRT,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_1CyIZ8OH8AnHKES,Default Response Set,Anonymous,,,0,0,1,1,,5,3,2,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_b8vMcTAQCn4yJZ7,Default Response Set,Anonymous,,,0,0,1,1,,1,3,2,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_1HqqDi61PiWdsgC,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3egaXGDh1cbk66B,Default Response Set,Anonymous,,,0,1,1,1,,1,2,4,1,,,,,,,,,2,1,37,39,37,40,39,36,37,39,40,1,,,,,2,,,,2,3,4,3,,,,,,,,1,17,17,15,17,15,16,15,16,16,17,,,1,2,meld / github,3,26,24,26,24,25,24,,,3,3,3,3,2,4,3,,,,
,R_31Y2cQPNlXaKanq,Default Response Set,Anonymous,,,0,1,1,1,,2,2,3,1,,,,1,,,,,5,1,39,38,38,39,38,37,38,38,39,1,1,1,,,1,2,3,4,,,,2,1,1,1,1,1,,,1,16,14,16,16,14,16,16,14,14,16,2,,1,1,I do it manually with Git/SVN.,2,24,23,23,22,23,24,,,3,4,4,4,4,3,3,,,,
,R_28RJO3hmXcGt3pg,Default Response Set,Anonymous,,,0,1,1,1,,6,1,4,1,,,,1,,,1,,2,1,40,38,40,38,39,37,37,37,39,,,1,,,1,2,3,4,,,,1,1,1,1,,,,,1,16,16,17,15,15,16,16,15,15,17,1,"A relatively small feature was desired in the stable version, but the change required a large refactoring change that would have been too risky to backport. So we ended up telling the customer that doing the backport wasn't feasible. ",1,3,"git, intellij (or emacs if it is an easy fix), and of course lots of unit tests /  / Strong unit tests help provide a lot of confidence that the merge didn't lose functionality.",2,26,26,25,24,24,25,,,4,3,3,3,2,2,2,,,,
,R_3fraNIaMWJMpkTK,Default Response Set,Anonymous,,,0,1,1,1,,6,2,3,1,1,1,,1,,,1,,5,1,38,37,39,38,39,37,39,39,40,1,,,,,2,,,,1,3,4,2,,,1,1,,,,1,15,16,16,16,17,17,15,15,15,15,1,Not in any detail but it has happened.,1,3,Mercurial / Eclipse HG plugin / Occasionally I use Beyond Compar,4,24,24,24,24,24,24,,,4,4,4,4,4,4,4,,,,
,R_2UWpK0hpl89rlA1,Default Response Set,Anonymous,,,0,1,1,1,,2,2,3,1,1,,1,1,,,,,1,1,40,38,39,37,39,37,39,40,39,1,1,1,,,1,1,3,4,,,,1,1,1,1,1,1,,,1,14,16,16,16,17,17,16,17,16,15,1,All things are possible with limitless budget and time.  Those were however the constraining factor where code that uses newer language techniques would require significant new implementation.,1,3,"Eclipse, meld, kdiff3",5,25,24,24,23,24,24,,,3,3,5,5,3,2,2,,,,
,R_31HheLR5H92zqMb,Default Response Set,Anonymous,,,0,1,1,1,,4,2,4,1,1,1,1,1,,,1,1,2,1,39,38,40,38,40,36,38,37,40,,,1,,,2,,,,2,3,4,2,1,1,1,1,,,,1,16,17,16,17,17,15,15,16,14,17,2,,1,1,Beyond Compare,2,25,25,25,25,22,25,,,4,2,5,5,1,3,3,,,,
,R_3psDCU4pmbguIm2,Default Response Set,Anonymous,,,0,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,R_3MAnqFOsMYOKnm0,Default Response Set,Anonymous,,,0,1,1,1,,6,2,2,1,1,1,1,1,,,1,,6,1,40,40,38,39,39,37,40,39,39,1,1,1,,,1,2,4,4,,,,1,1,1,1,1,,,,1,16,16,15,17,16,17,16,17,14,15,1,"The new code relied on, for example, specific .NET versions which were not backward compatible",1,3,SVN / Continuus / GitHub,2,26,24,24,24,24,24,,,3,3,3,3,2,2,3,,,,
,R_1OMMrdb9mDYyL9K,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3lTGSsgKqDT4gxz,Default Response Set,Anonymous,,,0,0,1,1,,2,1,1,1,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3ISIkq1W94CGLzI,Default Response Set,Anonymous,,,0,1,1,1,,6,1,5,1,,,,,,,1,,4,1,39,38,39,37,38,37,38,39,39,,,1,,,1,3,3,3,,,,3,,,,,,,,1,16,16,17,15,17,15,15,15,15,16,,,1,2,git / kdiff3,1,26,26,24,23,22,24,,,5,3,4,5,2,5,2,,,,
,R_1rCdbHa31VdHPO9,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_AI2Ta9oadNKDj0Z,Default Response Set,Anonymous,,,0,1,1,1,,6,2,4,1,,,,,,,,,5,1,39,38,38,37,38,37,38,38,38,,,1,,,1,2,3,4,,,,2,1,1,,,,,,1,15,15,15,14,15,15,16,15,15,16,,,1,2,"Winmerge, Araxis",3,24,23,23,23,24,24,,,3,4,4,4,4,4,5,,,,
,R_2V2TiDezLrqnGIi,Default Response Set,Anonymous,,,0,1,1,1,,2,2,2,1,,1,1,,,,,,5,1,37,38,38,37,38,36,36,36,39,1,1,,,,2,,,,1,1,2,1,1,,,1,,,,1,14,14,16,15,16,16,14,14,15,15,2,,1,2,meld / phpstorm,1,26,26,26,25,25,26,,,4,4,5,5,4,3,3,,,,
,R_2b0CEv2QQIwKkmj,Default Response Set,Anonymous,,,0,1,1,1,,1,1,1,1,1,,1,,,,,1,4,1,37,37,37,38,38,37,38,38,39,1,,,,,2,,,,2,3,4,3,,,,,,,,1,15,14,14,14,14,13,14,16,13,15,2,,1,2,meld diff viewer / git,1,26,26,26,25,24,26,,,5,2,3,4,4,3,1,,,,
,R_D5JRRvfTE1KlVV7,Default Response Set,Anonymous,,,0,1,1,1,,2,3,2,1,,,,,,,,,2,1,37,38,37,37,37,37,37,37,38,1,,,,,2,,,,2,3,4,2,,1,,,,,,1,15,16,16,15,16,15,14,16,15,15,,,1,,,2,25,25,24,24,24,25,24,,3,2,3,2,4,4,4,,,,
,R_2VwtcY5e2UHZqJ8,Default Response Set,Anonymous,,,0,0,1,1,,4,1,5,1,,,1,1,,,1,,2,1,40,38,39,36,37,37,39,39,40,,,,1,I don't.,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_C1wsjLX3LYsq52h,Default Response Set,Anonymous,,,0,1,1,1,,2,1,3,1,,,1,,,,,,5,1,36,38,38,38,39,38,37,39,39,,,1,,,1,,,,,,,2,,,1,,,,,1,16,16,15,15,16,15,16,17,14,16,2,,1,4,"git, SourceTree, KDiff3, GitHub",2,25,25,24,24,22,25,,,5,1,3,3,1,4,2,,,,
,R_1dhGOXH9cDXe9bW,Default Response Set,Anonymous,,,0,1,1,1,,6,2,5,1,,,,,,,,,2,1,38,39,39,37,39,37,37,38,39,1,1,,,,2,,,,2,3,4,1,1,,1,,,,,1,15,15,16,14,16,17,14,16,15,16,,,1,3,"Winmerge, kdiff3 (via Git)",2,26,26,25,24,23,25,,,4,3,3,4,4,4,2,,,,
,R_9N9gk1yP73GECXL,Default Response Set,Anonymous,,,0,0,1,1,,2,2,2,1,,,,,,,,,6,1,37,39,40,37,39,37,39,37,39,1,1,,,,2,,,,2,3,4,3,,,,,,,,1,16,16,14,16,15,15,16,16,15,16,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3iJACU72ucXVE0u,Default Response Set,Anonymous,,,0,1,1,1,,6,3,3,1,,,,1,,,1,,4,1,38,38,38,37,38,39,39,37,40,,,1,,,2,,,,2,3,4,3,,,,,,,,1,16,16,17,16,17,17,15,16,15,16,1,Not very specific recollection - but dependencies likely to destabilize the backport are avoided. ,1,5,"git, diff, the IDE/editor of use in the project (Eclipse, SublimeText, etc.). Others depending on the context.",2,25,25,24,24,24,24,,,3,3,3,3,3,3,3,,,,
,R_1QslPrTY5QAfGtl,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_21nxW57G7Hoe899,Default Response Set,Anonymous,,,0,1,1,1,,1,2,3,1,,,,,,,,,2,1,37,37,36,37,37,36,37,37,38,1,,,,,1,1,2,3,,,,2,,1,1,,,1,Unable to refactor code because want to avoid merge conflicts,1,14,14,13,14,13,13,16,14,13,15,,,1,1,Jetbrains/IntelliJ,1,26,25,26,25,25,26,,,5,3,4,4,3,4,2,,,,
,R_erOkHScFhZkcdpf,Default Response Set,Anonymous,,,0,1,1,1,,5,3,4,,,,,,,,1,,5,1,38,39,40,39,40,37,39,39,38,1,1,,,,1,2,3,4,,,,1,1,,1,,,1,Different release timelines across shared projects,1,15,17,15,15,17,17,15,15,15,15,,,1,2,Perforce and few custom developed tools,3,25,25,24,24,24,25,,,3,4,3,4,4,4,3,,,,
,R_3KPXIj5BT7fBKao,Default Response Set,Anonymous,,,0,1,1,1,,2,2,3,1,,1,1,1,,,,1,2,1,39,39,39,37,38,38,37,37,39,1,,,,,1,2,3,4,,,,3,,,,,,,,1,16,16,15,15,16,16,15,14,14,16,2,,1,3,git / KDiff3 / vim,2,26,25,23,23,24,24,,,3,2,3,3,4,3,2,,,,
,R_xDu8TxAyFKLGAzD,Default Response Set,Anonymous,,,0,1,1,1,,2,2,2,1,,,,1,,,,,1,1,38,37,37,37,37,36,36,39,39,1,1,1,,,1,1,2,4,,,,3,,,,,,,,1,17,17,14,16,14,16,17,16,15,17,2,,1,3,git / vim / terminal,3,25,25,25,25,25,25,,,5,1,1,1,1,3,1,,,,
,R_23fqCrFoSYEEJyY,Default Response Set,Anonymous,,,0,1,1,1,,3,2,2,1,,,,1,,,,,2,1,38,38,38,37,37,36,36,37,38,1,,1,,,2,,,,2,3,4,3,,,,,,,,1,17,17,17,15,17,17,15,16,16,17,2,,1,1,Git,2,24,23,24,24,22,22,,,2,4,5,3,4,3,4,,,,
,R_30oedzZlfPg9xdq,Default Response Set,Anonymous,,,0,1,1,1,,1,2,3,1,,,1,1,,,,,5,1,38,38,40,38,39,36,37,37,38,,,1,,,1,2,2,4,,,,3,,,,,,,,1,14,15,13,14,13,13,13,14,13,14,2,,1,3,"Git, GitHub, grep - N/A otherwise",1,26,26,26,26,26,26,,,5,4,4,4,4,4,1,,,,
,R_x5UOrDP1fWtOWOd,Default Response Set,Anonymous,,,0,1,1,1,,1,3,2,1,,,,1,,,,,2,1,37,39,38,37,38,37,37,37,38,1,,,,,1,1,3,4,,,,3,,,,,,,,1,17,15,17,14,15,16,17,15,15,15,2,,1,2,GitHub desktop app / VSCode,2,26,25,24,23,25,26,,,5,1,3,3,3,3,1,,,,
,R_2v0uxbSJ0irfoWS,Default Response Set,Anonymous,,,0,0,1,1,,2,2,3,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2AQB9sLLJDksc90,Default Response Set,Anonymous,,,0,1,1,1,,6,2,2,1,,,1,,,,,1,5,1,37,39,40,38,40,37,36,36,38,1,,,,,1,1,2,4,,,,3,,,,,,,,1,16,16,16,13,17,16,16,13,13,15,2,,1,5,"sourcetree, kaleidoscope.app, beyondcompare, macvim, vimdiff",2,26,25,24,23,25,26,,,3,1,4,5,4,4,1,,,,
,R_SVLHePbrd3zzMS5,Default Response Set,Anonymous,,,0,1,1,1,,2,3,4,1,,,1,,,,,,2,1,39,40,38,38,37,37,37,38,39,,,1,,,1,2,3,4,,,,3,,,,,,,,1,17,16,15,14,15,14,16,16,13,17,1,"The dependency required Java 8 but our older release branch is Java 7, so that change could not be backported although we would have liked to do so.",1,4,"I just use standard VCS markers, edit the conflicts with a text editor and resolve them. My IDE helps to navigate to the conflicts. That's all. /  / If I require more history than just the base version, I use emacs' handy vc-region-history which shows all versions of a region of text in a file.",1,25,25,24,24,25,25,,,4,4,3,3,1,4,3,,,,
,R_3lDLGpqDn8gM6CL,Default Response Set,Anonymous,,,0,1,1,1,,2,2,3,1,1,,1,,,,,1,5,1,39,39,39,37,38,37,36,39,39,,,1,,,1,2,4,5,,,,3,,,,,,,,1,17,16,14,14,15,13,16,15,15,15,1,,1,2,"git, vim",1,25,25,24,23,23,25,,,4,1,1,2,2,3,1,,,,
,R_12lh6gsxfl75tUS,Default Response Set,Anonymous,,,0,1,1,1,,4,2,5,1,1,,,,,,1,1,2,1,38,38,39,38,39,39,39,40,40,,,1,,,2,,,,1,2,4,1,,1,1,1,,,,1,17,17,15,15,15,15,14,14,14,17,,,1,1,My IDE (Intellij IDEA),3,26,26,25,25,24,23,,,4,2,2,3,4,3,2,,,,
,R_3Nw7DE3aUcE5wEy,Default Response Set,Anonymous,,,0,1,1,1,,4,1,2,1,1,,1,1,,,1,1,5,1,37,39,39,38,40,36,36,37,39,1,1,,,,1,1,2,4,,,,3,,,,,,,,1,17,17,15,13,14,14,16,17,13,16,2,,1,4,git diff / Atom text editor / git history / git bisect,2,26,25,25,23,25,26,,,4,2,4,4,2,4,2,,,,
,R_1gMgJe76noMUWT1,Default Response Set,Anonymous,,,0,1,1,5,,2,1,5,1,1,,,1,,,1,,2,1,36,38,40,36,37,37,37,38,39,,,1,,,1,1,2,4,,,,3,,,,,,,,1,15,17,14,14,15,14,15,15,14,17,1,,1,3,"Sublime Text (text editor) / gitx (git visualizer) / Chrome (browser, to view code reviews) / ",2,26,24,26,23,25,25,,,3,1,3,4,5,3,1,,,,
,R_3JJ0zhxvykbMvj9,Default Response Set,Anonymous,,,0,1,1,1,,2,2,2,1,,,,1,,,,,5,1,39,39,38,38,38,37,37,37,37,,,1,,,1,1,2,4,,,,3,,,,,,,,1,15,16,14,14,15,14,14,14,15,14,1,"A new feature that used a new ruby gem, however that ruby gem was not usable with an older version of rails. So a large amount of effort (upgrading rails) would be required for the backport.",1,3,"git-gui, vim, and github's PR interface",2,26,26,26,26,25,26,,,5,2,2,2,3,2,2,,,,
,R_1GPUx75bQX8njiT,Default Response Set,Anonymous,,,0,1,1,1,,6,3,2,1,,,1,,,,,1,5,1,38,40,40,37,38,37,36,36,37,1,,,,,1,1,2,3,,,,3,,,,,,,,1,17,15,17,15,17,13,13,13,14,15,1,Cannot backport feature X because it depends on Y2. /  / Backported version W depends on Y1 and cannot be updated without significant modification. Thus W cannot be packported.,1,1,WebStorm has an amazing conflict resolution tool and is able to provide full linting and intellisense of the partially merged file to show impact of the changes. Displays the final and conflicting lines clearly/,3,26,25,24,24,23,25,,,4,4,5,4,5,3,1,,,,
,R_9N5MO0X4wpg4y4h,Default Response Set,Anonymous,,,0,1,1,1,,3,1,1,1,,,,,,,,,5,1,38,38,40,38,39,37,38,40,40,1,,,,,2,,,,1,2,3,1,,,1,,,,,1,14,17,15,16,16,15,13,15,14,16,,,1,2,"Regular text-editor, FileMerge.app",2,26,24,25,24,23,26,,,5,4,4,3,4,4,4,,,,
,R_9B6iv38YltaQudj,Default Response Set,Anonymous,,,0,1,1,1,,2,2,2,1,1,1,1,1,,,1,1,1,1,37,37,37,37,37,,37,37,39,,1,,,,1,,,,,,,3,,,,,,,,1,15,16,14,13,15,15,14,15,17,14,2,,1,,,1,26,25,25,25,25,25,,,4,2,2,3,3,2,3,,,,
,R_DuRsUbuj0qVnxfj,Default Response Set,Anonymous,,,0,1,1,1,,2,3,2,1,,,,,,,,,2,1,39,40,40,37,39,37,37,39,40,1,1,1,,,1,2,4,5,,,,1,,1,1,,,,,1,15,17,14,15,16,16,16,17,14,16,,,1,2,"diff-so-fancy, atom",1,26,24,24,22,23,25,,,3,4,5,4,2,2,2,,,,
,R_1oIsAexYkXkafjv,Default Response Set,Anonymous,,,0,1,1,1,,5,3,2,1,1,,1,1,,,1,1,5,1,36,37,38,36,36,36,36,36,39,,,1,,,3,,,,,,,3,,,,,,,,1,17,17,17,14,17,17,16,16,13,17,1,dep breaking changes,1,2,"kalidascope, tower",1,26,26,26,26,26,26,22,,5,1,5,5,3,5,1,,,,
,R_8umBpDwRu0Ry4ZX,Default Response Set,Anonymous,,,0,1,1,1,,2,2,2,1,,1,,1,,,1,,4,1,38,38,37,37,38,38,37,37,37,,,1,,,1,1,3,4,,,,3,,,,,,,,1,16,16,14,16,16,17,16,15,16,15,1,,1,4,"git / gitk / Total Commander (Search, Compare, View) / Editor (Sublime, NPP)",1,26,26,24,23,24,25,,,4,2,4,5,5,4,3,,,,
,R_XYUn6WNwlQUA1Sp,Default Response Set,Anonymous,,,0,1,1,1,,3,1,4,,,,1,,,,,,1,1,38,38,38,38,38,37,37,37,40,,,1,,,3,,,,,,,3,,,,,,,,1,15,16,17,14,16,16,16,15,15,15,2,,1,1,Jetbrains idea,2,23,25,26,26,26,24,,,3,4,3,3,2,4,3,,,,
